KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
8.211,2022,Gasolina,Sabadell,5,Sí,Manual ,Blanco,Berlina,Peugeot,308,308 SW Business Line PureTech 110 S&S,110 CV,Turismo familiar,189 km/h,11.5 s,5.7 l/100km,101g CO2/km,4585 mm / 1804 mm / 1470 mm,C,18.700€
82.100,2019,Gasolina,Sabadell,5,Sí,Manual ,Rojo,Todoterreno,Peugeot,2008,2008 Signature 1.2 PureTech 110 S&S,110 CV,Todoterreno,191 km/h, s,5 l/100km,114g CO2/km,4159 mm / 1739 mm / 1570 mm,C,13.900€
22.640,2022,Gasolina,Sabadell,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,19.400€
26.109,2022,Gasolina,Sabadell,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,19.400€
29.814,2022,Diésel,Sabadell,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,2008,2008 Active Pack BlueHDi 110,110 CV,Todoterreno,201 km/h,9.5 s,4.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,19.400€
4.567,2023,Diésel,Torrent,5,Sí,Manual ,Gris,Todoterreno,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,27.987€
10,2023,Gasolina,Figueres,5,Sí,Manual ,Gris,Berlina,Citroen,C3,C3 PureTech 83 S&S C-Series,83 CV,Turismo,169 km/h,13.3 s,5.5 l/100km,g CO2/km,3996 mm / 1749 mm / 1474 mm,C,15.900€
22.129,2021,Gasolina,Hospitalet de Llobregat (l'),5,Sí,Manual ,Azul,Berlina,Peugeot,208,208 GT PureTech 100 S&S,100 CV,Turismo,188 km/h,9.9 s,5.2 l/100km,g CO2/km,4055 mm / 1745 mm / 1430 mm,C,18.600€
19.079,2019,Gasolina,Hospitalet de Llobregat (l'),5,Sí,Manual ,Rojo,Utilitario,Peugeot,108,108 5p Collection VTi 72 S&S,72 CV,Turismo,160 km/h,13.8 s,3.7 l/100km,85g CO2/km,3475 mm / 1615 mm / 1460 mm,C,9.900€
10.327,2022,Gasolina,Sabadell,5,Sí,Manual ,Plata,Berlina,Skoda,Scala,Scala 1.5 TSI 110 kW (150 CV) Style,150 CV,Turismo,220 km/h,8.2 s,5.8 l/100km,g CO2/km,4362 mm / 1793 mm / 1471 mm,C,19.990€
18.500,2022,Híbrido (Gasolina),Sabadell,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,213 CV,False,False,False,False,False,False,False,38.900€
96.982,2018,Gasolina,Sabadell,5,Sí,Manual ,Plata,Berlina,Mini,Hatchback,Cooper 5 puertas,136 CV,Turismo,207 km/h,8.2 s,4.7 l/100km,109g CO2/km,3982 mm / 1727 mm / 1425 mm,C,17.900€
1,2023,Híbrido Enchufable (PHEV),Sabadell,5,Sí,Automático ,Rojo,Todoterreno,KIA,Sorento,Sorento 1.6 T-GDi PHEV Drive 4x4 7 plazas,265 CV,Todoterreno,193 km/h,8.7 s,1.6 l/100km,g CO2/km,4810 mm / 1900 mm / 1700 mm,Cero,40.490€
50.228,2019,Híbrido (Gasolina),Valencia,5,Sí,Automático ,Gris,Todoterreno,Toyota,C-HR,C-HR Hybrid Advance,122 CV,Todoterreno,170 km/h,11 s,3.8 l/100km,86g CO2/km,4360 mm / 1795 mm / 1555 mm,ECO,22.775€
11.521,2022,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Azul,Todoterreno,SsangYong,Tivoli,Tivoli Grand G15T 4x2 Urban Plus Aut.,163 CV,Todoterreno,175 km/h, s,7.8 l/100km,g CO2/km,4480 mm / 1810 mm / 1660 mm,C,22.999€
79.498,2021,Híbrido (Gasolina),San Vicente del Raspeig,5,Sí,Automático ,Blanco,Berlina,False,False,False,110 CV,False,False,False,False,False,False,False,19.995€
66.936,2021,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Gris,Berlina,SEAT,Leon,León 5p 1.0 EcoTSI 85 kW (115 CV) Start&Stop Reference Edition,115 CV,Turismo,195 km/h,9.8 s,4.8 l/100km,109g CO2/km,4282 mm / 1816 mm / 1459 mm,C,19.995€
75.941,2021,Híbrido Enchufable (PHEV),San Vicente del Raspeig,5,Sí,Automático ,Blanco,Todoterreno,KIA,XCeed,XCeed 1.6 PHEV eMotion,141 CV,Todoterreno,160 km/h,11 s,1.7 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,Cero,23.495€
76.159,2020,Diésel,San Vicente del Raspeig,4,Sí,Manual ,Blanco,Vehículo,Fiat,Doblo,Dobló Panorama Dynamic 1.3 Multijet 90,95 CV,Vehículo comercial,156 km/h,14.9 s,5.3 l/100km,136g CO2/km,4390 mm / 1832 mm / 1845 mm,B,12.190€
40.663,2020,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Gris,Todoterreno,DS,3,3 Crossback PureTech 100 So Chic,99 CV,Todoterreno,181 km/h,10.9 s,4.7 l/100km,107g CO2/km,4118 mm / 1791 mm / 1534 mm,C,18.475€
76.966,2019,Gasolina,San Vicente del Raspeig,5,Sí,Automático ,Gris,Todoterreno,DS,7,7 Crossback PureTech 180 Automático Grand Chic,179 CV,Todoterreno,220 km/h,8.9 s,5.9 l/100km,134g CO2/km,4570 mm / 1895 mm / 1620 mm,C,24.995€
71.499,2018,Gasolina,San Vicente del Raspeig,5,Sí,Manual ,Blanco,Utilitario,BMW,1 Series,116i,109 CV,Turismo,200 km/h,10.9 s,7.5 l/100km,180g CO2/km,4227 mm / 1751 mm / 1430 mm,C,16.495€
65.100,2020,Diésel,Foios,5,Sí,Manual ,Azul,Berlina,Fiat,Tipo,Tipo 5p 1.3 Multijet II 70 kW (95 CV) Mirror,95 CV,Turismo,181 km/h,12.5 s,4.2 l/100km,107g CO2/km,4368 mm / 1792 mm / 1495 mm,C,18.570€
21.935,2023,Gasolina,Palma de Mallorca,5,Sí,Manual ,Gris,Utilitario,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,21.500€
17.785,2023,Gasolina,Asturias,5,Sí,Manual ,Gris,Utilitario,Peugeot,208,208 5p Allure 1.2 PureTech 110 S&S,100 CV,Turismo,190 km/h,9.6 s,4.5 l/100km,103g CO2/km,3973 mm / 1739 mm / 1460 mm,C,17.450€
20.588,2023,Gasolina,Palma de Mallorca,5,Sí,Manual ,Gris,Utilitario,Peugeot,208,208 5p Allure 1.2 PureTech 110 S&S,100 CV,Turismo,190 km/h,9.6 s,4.5 l/100km,103g CO2/km,3973 mm / 1739 mm / 1460 mm,C,17.500€
21.374,2023,Gasolina,Asturias,5,Sí,Manual ,Negro,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,20.050€
13.970,2023,Gasolina,Elche,5,Sí,Manual ,Negro,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.000€
21.179,2023,Gasolina,Palma de Mallorca,5,Sí,Manual ,Negro,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,20.350€
38.861,2022,Híbrido (Gasolina),,5,Sí,Manual ,Negro,Todoterreno,False,False,False,140 CV,False,False,False,False,False,False,False,25.250€
19.760,2023,Gasolina,Palma de Mallorca,5,Sí,Manual ,Blanco,Utilitario,Citroen,C3,C3 PureTech 82 Shine,83 CV,Turismo,169 km/h,13.3 s,4.7 l/100km,109g CO2/km,3996 mm / 1749 mm / 1474 mm,C,15.350€
59.975,2021,Gasolina,Málaga,5,Sí,Manual ,Rojo,Berlina,Audi,A1,A1 Sportback Adrenalin 25 TFSI,95 CV,Turismo,193 km/h,11 s,5.7 l/100km,g CO2/km,4029 mm / 1740 mm / 1433 mm,C,19.400€
19.446,2023,Diésel,Sevilla,5,Sí,Automático ,Gris,Todoterreno,Peugeot,5008,5008 GT Line 1.5 BlueHDi 130 S&S EAT8,130 CV,Todoterreno,187 km/h,13.5 s,4.1 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,33.900€
22.376,2023,Diésel,Sevilla,5,Sí,Automático ,Azul,Todoterreno,Peugeot,5008,5008 Allure 1.5 BlueHDi 130 S&S EAT8,130 CV,Todoterreno,187 km/h,13.5 s,4.1 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,30.990€
8.999,2023,Diésel,Almería,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,5008,5008 Allure 1.5 BlueHDi 130 S&S EAT8,130 CV,Todoterreno,187 km/h,13.5 s,4.1 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,33.990€
21.668,2023,Diésel,Almería,5,Sí,Automático ,Blanco,Todoterreno,Peugeot,5008,5008 Allure 1.5 BlueHDi 130 S&S EAT8,130 CV,Todoterreno,187 km/h,13.5 s,4.1 l/100km,108g CO2/km,4641 mm / 1844 mm / 1651 mm,C,32.990€
33.758,2023,Diésel,Almería,5,Sí,Automático ,Gris,Todoterreno,Peugeot,3008,3008 GT Line BlueHDi 130 S&S EAT8,130 CV,Todoterreno,192 km/h,11.5 s,5.2 l/100km,105g CO2/km,4447 mm / 1841 mm / 1624 mm,C,28.990€
72.566,2017,Gasolina,Granada,5,Sí,Manual ,Gris,Todoterreno,Peugeot,2008,2008 Crossway 1.2 PureTech 110,110 CV,Todoterreno,190 km/h,9.9 s,4.7 l/100km,108g CO2/km,4159 mm / 1739 mm / 1570 mm,C,12.490€
10.742,2022,Gasolina,Granada,5,Sí,Manual ,Negro,Berlina,Citroen,C3,C3 Aircross PureTech 110 S&S Rip Curl,110 CV,Todoterreno,188 km/h,10 s,4.7 l/100km,108g CO2/km,4154 mm / 1756 mm / 1597 mm,C,13.990€
68.861,2019,Gasolina,Granada,5,Sí,Manual ,Blanco,Berlina,Citroen,C3,C3 PureTech 68 Feel,82 CV,Turismo,164 km/h,14.2 s,4.7 l/100km,109g CO2/km,3996 mm / 1749 mm / 1474 mm,C,11.800€
68.227,2019,Gasolina,Granada,5,Sí,Manual ,Blanco,Berlina,Citroen,C3,C3 PureTech 68 Feel,82 CV,Turismo,164 km/h,14.2 s,4.7 l/100km,109g CO2/km,3996 mm / 1749 mm / 1474 mm,C,11.650€
11.597,2023,Diésel,Granada,5,Sí,Manual ,Gris,Familiar,Citroen,Berlingo,Berlingo Talla M BlueHDi 100 S&S Feel,102 CV,Vehículo comercial,175 km/h,12.3 s,5.4 l/100km,107g CO2/km,4403 mm / 1848 mm / 1800 mm,C,23.450€
32.000,2019,Gasolina,Igualada,5,Sí,Manual ,Blanco,Todoterreno,SEAT,Arona,Arona 1.0 TSI 70 kW (95 CV) Start/Stop Style,95 CV,Todoterreno,173 km/h,11.4 s,5 l/100km,115g CO2/km,4138 mm / 1780 mm / 1552 mm,C,13.950€
15,2024,Gasolina,Córdoba,5,Sí,Manual ,Blanco,Todoterreno,Hyundai,TUCSON,Tucson N Line 1.6 T-GDI 48V 110 kW (150 CV),150 CV,Todoterreno,189 km/h,10.3 s,6.7 l/100km,g CO2/km,4500 mm / 1865 mm / 1650 mm,ECO,31.900€
40.100,2021,Híbrido (Diésel),Córdoba,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,35.000€
26.252,2022,Diésel,Córdoba,5,Sí,Manual ,Negro,Todoterreno,Hyundai,TUCSON,Tucson 1.6 CRDi 85 kW (116 CV) 4x2 Essence,115 CV,Todoterreno,175 km/h,11.8 s,5.5 l/100km,120g CO2/km,4480 mm / 1850 mm / 1645 mm,C,25.500€
63.403,2022,Diésel,Córdoba,5,Sí,Automático ,Gris,Berlina,Hyundai,i30,i30 CW 1.6 CRDi 110 CV BlueEdition DCT7 Tecno,115 CV,Turismo familiar,188 km/h,11.8 s,4 l/100km,102g CO2/km,4485 mm / 1780 mm / 1500 mm,C,20.900€
79.452,2018,Diésel,Córdoba,5,Sí,Automático ,Negro,Todoterreno,Audi,Q7,Q7 3.0 TDI 160 kW (218 CV) ultra quattro tiptronic 8 vel. sport 7 plazas,218 CV,Todoterreno,216 km/h,7.3 s,5.8 l/100km,150g CO2/km,5052 mm / 1968 mm / 1741 mm,C,42.900€
135.950,2018,Diésel,Beniajan,5,Sí,Manual ,Negro,Berlina,BMW,4 Series,420d Gran Coupé,190 CV,Turismo,240 km/h,7.5 s,4.2 l/100km,111g CO2/km,4640 mm / 1825 mm / 1389 mm,C,25.890€
3.216,2023,Eléctrico,Madrid,5,Sí,Automático ,Azul,Berlina,Peugeot,208,e-208 Active 100 kW (136 CV),136 CV,Turismo,150 km/h,8.1 s,16.3 l/100km,0g CO2/km,4055 mm / 1745 mm / 1430 mm,Cero,27.900€
28.692,2021,Gasolina,Madrid,5,Sí,Manual ,Azul,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,22.990€
137.938,2016,Gasolina,Valencia,5,Sí,Automático ,Rojo,Todoterreno,Suzuki,Vitara,Vitara 1.6 VVT GLX 4x4 Aut.,119 CV,Todoterreno,180 km/h,13 s,5.7 l/100km,131g CO2/km,4175 mm / 1775 mm / 1610 mm,C,14.995€
21.882,2022,Gasolina,Valencia,5,Sí,Manual ,Rojo,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,102 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.495€
51.497,2021,Gasolina,Valencia,5,Sí,Manual ,Gris,Todoterreno,Opel,Mokka,Mokka 1.2 Turbo 74 kW (100 CV) Edition,100 CV,Todoterreno,188 km/h,10.6 s,4.6 l/100km,104g CO2/km,4150 mm / 1790 mm / 1535 mm,C,18.995€
57.135,2022,Gasolina,Valencia,5,Sí,Manual ,Azul,Todoterreno,Opel,Crossland,Crossland X Excellence 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Monovolumen,206 km/h,9.1 s,5.1 l/100km,116g CO2/km,4212 mm / 1765 mm / 1605 mm,C,15.995€
50.880,2022,Gasolina,Valencia,5,Sí,Manual ,Rojo,Todoterreno,Opel,Crossland,Crossland X Edition 1.2 Turbo Start&Stop 81 kW (110 CV),110 CV,Monovolumen,187 km/h,10.9 s,5 l/100km,107g CO2/km,4212 mm / 1765 mm / 1605 mm,C,15.995€
106.000,2018,Gasolina,Valencia,3,Sí,Manual ,Rojo,Berlina,Opel,Adam,ADAM Jam 1.2 70 CV ecoFLEX,69 CV,Turismo,165 km/h,14.9 s,4.9 l/100km,115g CO2/km,3698 mm / 1720 mm / 1484 mm,C,9.795€
39.606,2022,Gasolina,Valencia,5,Sí,Manual ,Blanco,Todoterreno,Jeep,Renegade,Renegade Sport 1.0 Turbo 88 kW (120 CV) 4x2,119 CV,Todoterreno,185 km/h,11.2 s,5.9 l/100km,132g CO2/km,4236 mm / 1805 mm / 1667 mm,C,20.995€
64.710,2022,Gasolina,Valencia,5,Sí,Manual ,Marrón,Berlina,Citroen,C4,C4 Cactus PureTech 110 S&S Feel,100 CV,Turismo,188 km/h,9.3 s,4.7 l/100km,100g CO2/km,4157 mm / 1729 mm / 1480 mm,C,17.495€
151.199,2018,Diésel,Valencia,5,Sí,Manual ,Blanco,Berlina,Audi,A3,A3 Sportback Ambition 1.6 TDI,115 CV,Turismo,194 km/h,11.7 s,4.2 l/100km,112g CO2/km,4292 mm / 1765 mm / 1423 mm,B,15.995€
83.231,2018,Diésel,Madrid,5,Sí,Manual ,Negro,Berlina,Opel,Astra,Astra Sports Tourer Excellence 1.6 CDTI 81kW (110 CV),110 CV,Turismo familiar,195 km/h,11.4 s,3.8 l/100km,99g CO2/km,4702 mm / 1809 mm / 1510 mm,C,12.490€
99.995,2020,Híbrido (Gasolina),Olías del Rey,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,136 CV,False,False,False,False,False,False,False,20.990€
89.200,2018,Gasolina,L'hospitalet de Llobregat,5,Sí,Automático ,Blanco,Berlina,SEAT,Leon,León FR 1.8 TSI 160 CV DSG 7 vel.,150 CV,Turismo,213 km/h,7.8 s,6.6 l/100km,153g CO2/km,4323 mm / 1768 mm / 1455 mm,C,19.490€
85.000,2020,Gasolina,Galdakao,5,Sí,Manual ,Otros,Berlina,Citroen,C4,C4 SpaceTourer PureTech 130 S&S Feel,130 CV,Monovolumen,200 km/h,9.6 s,5.2 l/100km,119g CO2/km,4438 mm / 1826 mm / 1610 mm,C,13.490€
73.669,2018,Gasolina,Albacete,5,Sí,Manual ,Blanco,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer PureTech 130 S&S Feel,130 CV,Monovolumen,200 km/h,9.8 s,5.2 l/100km,115g CO2/km,4602 mm / 1826 mm / 1638 mm,C,16.490€
111.400,2014,Diésel,L'hospitalet de Llobregat,5,Sí,Automático ,Negro,Todoterreno,Hyundai,Santa Fe,Santa Fe 2.2 CRDi 200 CV 4x4 7 plazas Tecno Aut.,197 CV,Todoterreno,190 km/h,10 s,6.8 l/100km,178g CO2/km,4690 mm / 1880 mm / 1675 mm,B,18.290€
82.000,2015,Diésel,Galdakao,5,Sí,Automático ,Otros,Berlina,BMW,4 Series,420d Gran Coupé Aut.,184 CV,Turismo,231 km/h,7.5 s,4.6 l/100km,121g CO2/km,4638 mm / 1825 mm / 1389 mm,C,21.990€
91.243,2020,Diésel,Alcalá de Guadaíra,5,Sí,Automático ,Gris,Todoterreno,Mercedes-Benz,GLC,GLC 220 d 4MATIC,194 CV,Todoterreno,215 km/h,7.9 s,5.2 l/100km,137g CO2/km,4658 mm / 1890 mm / 1644 mm,C,42.990€
93.314,2018,Gasolina,Sevilla,3,Sí,Manual ,Gris,Berlina,Fiat,500,500 Lounge 1.2 69 CV,69 CV,Turismo,160 km/h,12.9 s,5.1 l/100km,119g CO2/km,3546 mm / 1627 mm / 1488 mm,C,8.490€
104.889,2017,Diésel,Albacete,5,Sí,Manual ,Blanco,Monovolumen,KIA,Carens,Carens 1.7 CRDi VGT 115 CV Concept Eco-Dynamics 5 plazas,115 CV,Monovolumen,181 km/h,13 s,4.6 l/100km,120g CO2/km,4525 mm / 1805 mm / 1610 mm,B,13.290€
127.000,2018,Gasolina,Albacete,5,Sí,Manual ,Amarillo,Berlina,Volkswagen,Golf,Golf Sportsvan Advance 1.0 TSI 81 kW (110 CV),110 CV,Monovolumen,192 km/h,10.7 s,5 l/100km,113g CO2/km,4351 mm / 1807 mm / 1613 mm,C,14.490€
116.823,2019,Gasolina,Sevilla,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Crossway 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,17.490€
4.710,2023,Diésel,Biscay,5,Sí,Manual ,Gris,Monovolumen,Peugeot,Rifter,Rifter Allure Standard BlueHDi 100,100 CV,Vehículo comercial,175 km/h, s,4.3 l/100km,112g CO2/km,4403 mm / 1848 mm / 1796 mm,C,24.780€
71.115,2021,Diésel,Sevilla,5,Sí,Manual ,Blanco,Berlina,Renault,Megane,Mégane Berlina Zen Blue dCi 85 kW (115 CV),115 CV,Turismo,190 km/h,11.1 s,4.6 l/100km,g CO2/km,4359 mm / 1814 mm / 1447 mm,C,16.490€
35.873,2022,Híbrido (Gasolina),Mairena del Aljarafe,5,Sí,Manual ,Gris,Berlina,False,False,False,125 CV,False,False,False,False,False,False,False,18.980€
99.997,2019,Diésel,Roquetas de Mar,4,Sí,Manual ,Gris,Monovolumen,Peugeot,Rifter,Rifter Access Standard BlueHDi 100,100 CV,Vehículo comercial,175 km/h, s,4.3 l/100km,112g CO2/km,4403 mm / 1848 mm / 1796 mm,C,17.490€
92.823,2020,Diésel,Mairena del Aljarafe,5,Sí,Manual ,Negro,Berlina,Peugeot,508,508 Allure BlueHDi 130 S&S,130 CV,Turismo,208 km/h,9.7 s,3.8 l/100km,101g CO2/km,4750 mm / 1860 mm / 1410 mm,C,17.490€
150.000,2018,Diésel,Alcorcón,5,Sí,Automático ,Otros,Todoterreno,Skoda,Karoq,Karoq Ambition 1.6 TDI 85 kW (115 CV) DSG,116 CV,Todoterreno,188 km/h,10.9 s,4.3 l/100km,114g CO2/km,4382 mm / 1841 mm / 1603 mm,C,16.990€
44.257,2020,Gasolina,Vigo,5,Sí,Manual ,Blanco,Berlina,KIA,Picanto,Picanto 1.0 CVVT Concept,67 CV,Turismo,161 km/h,14.3 s,4.9 l/100km,113g CO2/km,3595 mm / 1595 mm / 1485 mm,C,10.490€
96.300,2021,Diésel,Finestrat,5,Sí,Automático ,Gris,Berlina,Volkswagen,Golf,Golf Life 2.0 TDI 85 kW (115 CV) DSG 7 vel.,115 CV,Turismo,202 km/h,10.4 s,4.5 l/100km,g CO2/km,4284 mm / 1789 mm / 1456 mm,C,20.990€
8.000,2021,Gasolina,Orihuela,5,Sí,Automático ,Rojo,Todoterreno,Opel,Grandland X,Grandland X Ultimate 1.2 Turbo Start&Stop 96 kW (130 CV) Aut. 8v,130 CV,Todoterreno,196 km/h,10.3 s,6.6 l/100km,111g CO2/km,4477 mm / 1856 mm / 1609 mm,C,24.990€
56.500,2019,Gas Natural (GNC),Orihuela,5,Sí,Manual ,Azul,Berlina,SEAT,Leon,León ST 1.5 TGI 96 kW (130 CV) Start&Stop FR,130 CV,Turismo familiar,206 km/h,10.1 s,3.7 l/100km,100g CO2/km,4549 mm / 1816 mm / 1454 mm,ECO,15.990€
84.500,2019,Diésel,Orihuela,5,Sí,Automático ,Blanco,Todoterreno,Jaguar,E-PACE,E-PACE D150 AWD Auto SE,150 CV,Todoterreno,193 km/h,10.5 s,5.6 l/100km,147g CO2/km,4395 mm / 1984 mm / 1649 mm,C,26.490€
118.500,2021,Diésel,Orihuela,5,Sí,Automático ,Gris,Berlina,Peugeot,508,508 Active BlueHDi 130 S&S EAT8,130 CV,Turismo,208 km/h,10 s,3.8 l/100km,99g CO2/km,4750 mm / 1860 mm / 1410 mm,C,19.490€
11.000,2023,Gasolina,Orihuela,5,Sí,Manual ,Naranja,Todoterreno,Mg,ZS,ZS Luxury 1.5 VTI-tech,106 CV,Todoterreno,175 km/h,10.9 s,6.6 l/100km,g CO2/km,4323 mm / 1809 mm / 1653 mm,C,17.290€
52.000,2021,Gasolina,Orihuela,5,Sí,Automático ,Gris,Todoterreno,Peugeot,3008,3008 Active Pack PureTech 130 S&S EAT8,130 CV,Todoterreno,197 km/h,9.7 s,6.4 l/100km,g CO2/km,4447 mm / 1841 mm / 1624 mm,C,25.990€
130.500,2016,Diésel,Orihuela,5,Sí,Manual ,Negro,Monovolumen,Ford,S-Max,S-MAX Titanium 2.0 TDCi 163 CV 7 plazas,150 CV,Monovolumen,205 km/h,9.5 s,5.6 l/100km,149g CO2/km,4772 mm / 1884 mm / 1660 mm,B,16.990€
66.500,2021,Diésel,Orihuela,5,Sí,Manual ,Rojo,Berlina,Peugeot,308,308 SW GT Line BlueHDi 130 S&S,130 CV,Turismo familiar,203 km/h,10 s,4.9 l/100km,94g CO2/km,4585 mm / 1804 mm / 1470 mm,C,15.990€
69.200,2016,Gasolina,Orihuela,5,Sí,Manual ,Azul,Berlina,SEAT,Ibiza,Ibiza ST 1.4 TSI ACT 140 CV FR,150 CV,Turismo familiar,210 km/h,8.1 s,4.7 l/100km,109g CO2/km,4257 mm / 1693 mm / 1441 mm,C,13.990€
52.000,2021,Gasolina,Orihuela,5,Sí,Automático ,Gris,Berlina,Citroen,C4,C4 PureTech 130 EAT8 Feel Pack,130 CV,Turismo,210 km/h,9.4 s,5.8 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,20.490€
117.600,2020,Diésel,Orihuela,5,Sí,Manual ,Blanco,Berlina,Renault,Kadjar,Kadjar Intens Blue dCi 85 kW (115 CV),115 CV,Todoterreno,189 km/h,11.7 s,4.3 l/100km,113g CO2/km,4489 mm / 1836 mm / 1607 mm,C,15.990€
136.500,2021,Diésel,Orihuela,5,Sí,Manual ,Blanco,Todoterreno,Dacia,Duster,Duster Ambiance 2013 dCi 110 4x4,115 CV,Todoterreno,168 km/h,12.5 s,5.3 l/100km,137g CO2/km,4315 mm / 1822 mm / 1695 mm,B,14.990€
55.700,2018,Gasolina,Orihuela,5,Sí,Automático ,Azul,Berlina,Citroen,C4 Cactus,C4 Cactus PureTech 110 S&S EAT6 Feel,110 CV,Turismo,188 km/h,10.9 s,5.3 l/100km,119g CO2/km,4170 mm / 1729 mm / 1480 mm,C,14.490€
199.500,2007,Gasolina,Madrid,4,Sí,Manual ,Negro,Berlina,Audi,A4,A4 2.0 S Line,130 CV,Turismo,212 km/h,9.9 s,7.9 l/100km,g CO2/km,4547 mm / 1766 mm / 1428 mm,B,5.800€
99.343,2017,Gasolina,Sant Just Desvern,5,Sí,Manual ,Gris,Familiar,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,11.890€
91.024,2015,Diésel,Vigo,3,Sí,Manual ,Otros,Vehículo,Toyota,Yaris,Yaris 3p 90D Sport,90 CV,Turismo,175 km/h,10.8 s,3.9 l/100km,104g CO2/km,3885 mm / 1695 mm / 1510 mm,B,10.990€
99.048,2016,Gasolina,València,5,Sí,Manual ,Blanco,Berlina,Toyota,Yaris,Yaris 5p 100 Feel!,99 CV,Turismo,175 km/h,11.7 s,5.1 l/100km,119g CO2/km,3950 mm / 1695 mm / 1510 mm,C,13.990€
53.000,2021,Gasolina,Vizcaya,5,Sí,Manual ,Otros,Berlina,Renault,Megane,Mégane Berlina Intens TCe 103 kW (140 CV) GPF,140 CV,Turismo,205 km/h,9.4 s,5.7 l/100km,g CO2/km,4359 mm / 1814 mm / 1447 mm,C,18.490€
104.712,2016,Diésel,Finestrat,5,Sí,Automático ,Beige,Monovolumen,Renault,Espace,Espace Initiale Paris Energy dCi Twin Turbo 118 kW (160 CV) EDC,160 CV,Monovolumen,202 km/h,9.9 s,4.6 l/100km,120g CO2/km,4857 mm / 1888 mm / 1677 mm,C,20.490€
109.100,2017,Gasolina,San Sebastián de los Reyes,5,Sí,Manual ,Otros,Berlina,Peugeot,308,308 SW Style 1.2 PureTech 130 S&S,130 CV,Turismo familiar,205 km/h,10 s,4.6 l/100km,106g CO2/km,4585 mm / 1804 mm / 1471 mm,C,13.490€
104.450,2020,Diésel,El Zabal,5,Sí,Manual ,Blanco,Todoterreno,Peugeot,3008,3008 Access 1.6 BlueHDi 120,130 CV,Monovolumen,183 km/h,12 s,4.1 l/100km,108g CO2/km,4365 mm / 1837 mm / 1639 mm,C,18.990€
